date,station_name_ja,prec_no,block_no,mean_temperature_c,max_temperature_c,min_temperature_c,mean_vapor_pressure_hpa,mean_relative_humidity_pct,min_relative_humidity_pct,thi_daily_mean,temperature_quality_mark,humidity_quality_mark,source_kind,source_url
2022-11-10,千葉,45,47682,16.0,20.8,11.3,11.4,63.0,49.0,60.23,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-11,千葉,45,47682,16.8,21.9,12.0,12.2,65.0,43.0,61.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-12,千葉,45,47682,17.6,22.3,14.1,15.3,76.0,60.0,62.93,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-13,千葉,45,47682,19.1,23.6,14.9,18.3,83.0,62.0,65.6,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-14,千葉,45,47682,15.9,18.3,14.4,9.8,55.0,39.0,59.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-15,千葉,45,47682,12.0,14.6,10.7,12.3,88.0,58.0,53.89,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-16,千葉,45,47682,13.6,18.2,9.3,9.1,62.0,29.0,56.8,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-17,千葉,45,47682,13.0,17.8,8.0,8.9,60.0,38.0,55.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-18,千葉,45,47682,13.5,17.7,9.9,9.8,64.0,49.0,56.64,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-19,千葉,45,47682,13.9,18.6,9.4,9.6,62.0,45.0,57.22,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-20,千葉,45,47682,12.4,14.4,10.6,10.9,76.0,60.0,54.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-21,千葉,45,47682,14.1,17.7,11.4,14.7,91.0,80.0,57.41,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-22,千葉,45,47682,15.9,20.3,10.9,12.7,72.0,49.0,60.22,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-23,千葉,45,47682,12.5,15.2,10.6,13.0,90.0,66.0,54.69,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-24,千葉,45,47682,15.9,21.4,11.4,11.2,64.0,37.0,60.1,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-25,千葉,45,47682,14.5,18.3,11.7,9.2,56.0,40.0,58.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-26,千葉,45,47682,13.9,17.1,11.4,13.6,85.0,72.0,57.1,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-27,千葉,45,47682,14.0,19.0,10.6,9.7,63.0,28.0,57.36,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-28,千葉,45,47682,12.2,14.6,8.7,9.6,67.0,59.0,54.69,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-29,千葉,45,47682,19.0,23.2,12.6,16.5,75.0,53.0,65.07,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-11-30,千葉,45,47682,17.7,21.1,12.7,16.9,83.0,69.0,63.31,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=11&day=&view=a2
2022-12-01,千葉,45,47682,10.3,13.3,8.3,9.5,75.0,69.0,51.57,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-02,千葉,45,47682,9.3,13.0,6.3,7.5,65.0,44.0,50.52,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-03,千葉,45,47682,8.7,12.3,5.6,7.5,66.0,49.0,49.59,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-04,千葉,45,47682,10.8,15.3,5.5,8.2,65.0,44.0,52.7,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-05,千葉,45,47682,7.8,10.1,5.8,7.9,76.0,60.0,47.62,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-06,千葉,45,47682,6.5,8.6,4.7,8.7,90.0,84.0,44.49,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-07,千葉,45,47682,10.1,15.3,4.8,7.3,62.0,30.0,51.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-08,千葉,45,47682,10.3,15.4,5.8,6.9,58.0,30.0,52.26,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-09,千葉,45,47682,9.9,13.7,6.3,7.5,61.0,45.0,51.57,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-10,千葉,45,47682,11.2,16.7,6.2,8.2,62.0,37.0,53.38,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-11,千葉,45,47682,9.9,15.2,7.5,8.6,71.0,49.0,51.12,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-12,千葉,45,47682,9.1,12.0,6.7,6.2,54.0,36.0,50.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-13,千葉,45,47682,8.2,12.1,5.9,8.7,79.0,60.0,48.06,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-14,千葉,45,47682,11.7,15.8,6.2,6.2,43.0,28.0,54.61,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-15,千葉,45,47682,7.8,11.5,4.4,4.7,45.0,29.0,49.66,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-16,千葉,45,47682,8.9,14.0,3.8,5.9,52.0,31.0,50.65,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-17,千葉,45,47682,7.1,12.1,5.2,6.5,64.0,51.0,47.4,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-18,千葉,45,47682,7.2,10.9,4.9,5.3,54.0,18.0,48.26,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-19,千葉,45,47682,7.3,9.8,4.6,4.0,39.0,25.0,49.45,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-20,千葉,45,47682,6.5,10.2,2.6,3.9,40.0,28.0,48.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-21,千葉,45,47682,7.2,10.9,3.2,6.1,59.0,43.0,47.9,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-22,千葉,45,47682,8.4,13.9,4.9,8.7,80.0,26.0,48.32,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-23,千葉,45,47682,7.0,10.9,4.4,3.0,30.0,18.0,49.76,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-24,千葉,45,47682,7.9,11.4,4.3,4.4,41.0,26.0,50.04,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-25,千葉,45,47682,8.8,13.7,5.2,4.0,37.0,21.0,51.36,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-26,千葉,45,47682,7.1,11.6,3.2,4.0,41.0,26.0,49.07,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-27,千葉,45,47682,7.7,12.7,3.5,4.6,45.0,28.0,49.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-28,千葉,45,47682,7.6,11.6,3.8,6.4,61.0,44.0,48.32,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-29,千葉,45,47682,8.9,14.3,3.7,5.2,48.0,25.0,50.87,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-30,千葉,45,47682,6.9,11.5,3.4,5.1,53.0,32.0,47.93,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2022-12-31,千葉,45,47682,5.7,9.5,3.1,5.6,62.0,48.0,45.55,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2022&month=12&day=&view=a2
2023-01-01,千葉,45,47682,6.8,11.5,1.3,6.1,63.0,33.0,47.04,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-02,千葉,45,47682,6.7,11.3,2.4,4.5,47.0,26.0,48.12,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-03,千葉,45,47682,6.8,10.8,2.8,3.5,36.0,24.0,49.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-04,千葉,45,47682,6.3,10.8,2.1,4.1,44.0,28.0,47.86,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-05,千葉,45,47682,6.5,11.0,3.7,3.0,31.0,18.0,49.13,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-06,千葉,45,47682,6.0,10.5,1.7,4.1,44.0,30.0,47.48,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-07,千葉,45,47682,7.1,11.1,4.4,6.1,60.0,43.0,47.69,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-08,千葉,45,47682,7.8,12.5,3.3,5.5,53.0,34.0,49.13,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-09,千葉,45,47682,8.9,12.6,4.0,6.8,59.0,45.0,50.27,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-10,千葉,45,47682,7.1,10.6,4.5,3.7,36.0,24.0,49.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-11,千葉,45,47682,6.4,11.1,2.2,4.8,50.0,34.0,47.5,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-12,千葉,45,47682,6.8,12.4,2.4,5.8,59.0,38.0,47.34,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-13,千葉,45,47682,8.8,14.7,3.0,7.0,62.0,43.0,49.96,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-14,千葉,45,47682,12.3,16.4,9.7,11.8,82.0,65.0,54.52,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-15,千葉,45,47682,10.8,12.3,8.1,10.6,83.0,69.0,52.05,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-16,千葉,45,47682,6.8,8.1,5.4,8.6,87.0,53.0,45.22,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-17,千葉,45,47682,4.9,7.3,2.2,5.4,63.0,48.0,44.32,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-18,千葉,45,47682,7.3,11.3,4.4,6.8,67.0,46.0,47.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-19,千葉,45,47682,6.6,8.5,3.6,6.0,62.0,48.0,46.83,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-20,千葉,45,47682,8.2,11.5,4.7,6.7,62.0,34.0,49.11,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-21,千葉,45,47682,6.3,8.9,3.5,3.1,33.0,21.0,48.74,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-22,千葉,45,47682,4.6,7.6,2.0,4.2,49.0,42.0,45.25,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-23,千葉,45,47682,4.8,6.6,3.1,6.9,81.0,56.0,42.45,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-24,千葉,45,47682,5.0,11.7,-0.6,5.9,66.0,31.0,44.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-25,千葉,45,47682,0.3,3.5,-1.4,1.7,27.0,18.0,42.76,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-26,千葉,45,47682,3.5,7.7,-1.7,3.7,44.0,30.0,44.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-27,千葉,45,47682,3.8,7.9,1.6,5.1,65.0,38.0,42.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-28,千葉,45,47682,4.0,8.5,0.4,3.0,39.0,20.0,45.51,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-29,千葉,45,47682,3.8,8.4,-1.1,3.5,44.0,28.0,44.74,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-30,千葉,45,47682,4.6,11.0,-0.7,4.3,52.0,30.0,44.96,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-01-31,千葉,45,47682,4.7,8.6,1.8,3.2,38.0,23.0,46.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=1&day=&view=a2
2023-02-01,千葉,45,47682,7.8,12.5,0.2,5.7,53.0,30.0,49.13,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-02,千葉,45,47682,7.1,9.7,5.2,3.1,31.0,20.0,49.8,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-03,千葉,45,47682,5.0,6.0,3.5,3.8,43.0,34.0,46.33,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-04,千葉,45,47682,6.7,11.6,3.0,6.4,63.0,47.0,46.9,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-05,千葉,45,47682,7.1,12.1,2.0,5.5,56.0,26.0,47.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-06,千葉,45,47682,7.9,11.8,3.0,6.4,61.0,44.0,48.75,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-07,千葉,45,47682,10.5,15.2,7.0,8.7,68.0,51.0,52.15,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-08,千葉,45,47682,9.2,11.5,6.9,7.5,65.0,47.0,50.38,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-09,千葉,45,47682,7.0,11.4,3.5,3.1,32.0,20.0,49.61,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-10,千葉,45,47682,2.6,3.7,1.4,5.7,77.0,41.0,39.38,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-11,千葉,45,47682,9.0,13.3,3.7,6.5,58.0,38.0,50.46,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-12,千葉,45,47682,11.4,16.7,6.7,8.8,63.0,50.0,53.64,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-13,千葉,45,47682,8.5,12.2,5.5,9.9,89.0,75.0,47.95,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-14,千葉,45,47682,5.6,9.9,3.7,4.4,49.0,23.0,46.55,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-15,千葉,45,47682,3.9,8.0,1.6,2.7,34.0,21.0,45.91,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-16,千葉,45,47682,3.8,8.8,-0.6,3.6,45.0,25.0,44.64,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-17,千葉,45,47682,6.3,11.6,1.7,5.8,60.0,44.0,46.57,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-18,千葉,45,47682,9.2,13.5,3.4,7.2,61.0,34.0,50.58,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-19,千葉,45,47682,14.3,17.6,10.6,11.4,69.0,36.0,57.78,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-20,千葉,45,47682,9.4,13.9,2.8,5.6,50.0,28.0,51.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-21,千葉,45,47682,5.0,9.0,2.8,3.0,35.0,21.0,47.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-22,千葉,45,47682,5.6,9.3,0.3,4.2,44.0,29.0,46.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-23,千葉,45,47682,9.2,14.0,5.2,7.2,62.0,46.0,50.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-24,千葉,45,47682,9.4,11.9,6.6,8.2,70.0,49.0,50.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-25,千葉,45,47682,8.1,12.5,4.8,5.8,54.0,28.0,49.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-26,千葉,45,47682,6.7,10.9,2.4,3.0,31.0,20.0,49.35,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-27,千葉,45,47682,8.6,13.1,4.2,4.8,43.0,24.0,50.78,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-02-28,千葉,45,47682,12.1,16.9,5.2,8.0,57.0,36.0,54.78,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=2&day=&view=a2
2023-03-01,千葉,45,47682,14.4,17.5,11.2,9.1,56.0,36.0,57.94,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-02,千葉,45,47682,12.6,17.7,6.1,9.7,64.0,32.0,55.34,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-03,千葉,45,47682,8.0,11.7,3.7,5.1,48.0,26.0,49.72,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-04,千葉,45,47682,10.5,16.3,5.3,6.6,53.0,25.0,52.74,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-05,千葉,45,47682,9.7,12.9,6.7,7.0,58.0,46.0,51.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-06,千葉,45,47682,10.2,13.9,7.4,9.5,77.0,64.0,51.33,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-07,千葉,45,47682,11.9,16.9,6.4,9.1,68.0,33.0,54.23,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-08,千葉,45,47682,13.8,18.7,7.6,9.3,61.0,26.0,57.09,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-09,千葉,45,47682,15.4,20.1,10.2,10.7,63.0,30.0,59.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-10,千葉,45,47682,17.3,20.8,13.8,12.4,63.0,47.0,62.09,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
2023-03-11,千葉,45,47682,14.4,20.3,10.4,8.4,51.0,33.0,57.94,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2023&month=3&day=&view=a2
